"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
6289,12/31/2013 0:00:00,2809,"VA REGIONAL OFFICE",3170,2/21/2013 0:00:00,1250,"Association of Credit Union Leagues","","Not Collected"
6299,12/31/2013 0:00:00,2813,"UNIFIED COMMUNITIES",1876,8/15/2012 0:00:00,11965,"NCUA Technical Assistance Program","","Not Collected"
6414,12/31/2013 0:00:00,2869,"APEX COMMUNITY",3270,1/23/2013 0:00:00,10000,"Association of Credit Union Leagues","","Program Grant"
6466,12/31/2013 0:00:00,2888,"KRD",67,6/4/2009 0:00:00,3000,"Community Development Financial Institutions Fund",,"Not Collected"
6466,12/31/2013 0:00:00,2888,"KRD",1634,9/9/2011 0:00:00,3000,"NCUA Technical Assistance Program","","Not Collected"
6584,12/31/2013 0:00:00,2950,"LES",1035,11/14/2011 0:00:00,2900,"NCUA Technical Assistance Program","","Not Collected"
6584,12/31/2013 0:00:00,2950,"LES",1912,8/15/2012 0:00:00,25000,"NCUA Technical Assistance Program","","Not Collected"
6672,12/31/2013 0:00:00,3003,"U S EMPLOYEES",86,5/24/2002 0:00:00,5445,"National Credit Union Foundation",,"Not Collected"
6672,12/31/2013 0:00:00,3003,"U S EMPLOYEES",87,8/29/2007 0:00:00,3900,"National Credit Union Foundation",,"Not Collected"
6674,12/31/2013 0:00:00,3005,"CWV TEL",605,7/24/2007 0:00:00,2390,"Other","NCUA Urgent Needs","Not Collected"
6674,12/31/2013 0:00:00,3005,"CWV TEL",606,9/29/2008 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
6690,12/31/2013 0:00:00,3014,"TRI-VALLEY SERVICE",88,3/1/2009 0:00:00,3000,"Association of Credit Union Leagues","","Program Grant"
6690,12/31/2013 0:00:00,3014,"TRI-VALLEY SERVICE",3221,11/15/2012 0:00:00,5000,"Association of Credit Union Leagues","","Program Grant"
6726,12/31/2013 0:00:00,3037,"TEMPLE-INLAND",2049,8/15/2012 0:00:00,25000,"Other","OSCUI GRANT PROGRAM","Not Collected"
6733,12/31/2013 0:00:00,3039,"HARTFORD MUNICIPAL EMPLOYEES",3234,5/6/2013 0:00:00,4000,"National Credit Union Foundation","","Not Collected"
6997,12/31/2013 0:00:00,3175,"PANHANDLE COOPERATIVE",867,6/20/2008 0:00:00,1600,"NCUA Technical Assistance Program",,"Not Collected"
7020,12/31/2013 0:00:00,3183,"M O",1950,8/15/2012 0:00:00,4550,"NCUA Technical Assistance Program","","Not Collected"
7024,12/31/2013 0:00:00,3187,"SOUTH TEXAS REGIONAL",3186,1/11/2013 0:00:00,3500,"Association of Credit Union Leagues","","Not Collected"
7067,12/31/2013 0:00:00,3212,"FT RANDALL",74,12/2/2011 0:00:00,5000,"National Credit Union Foundation",,"Not Collected"
7067,12/31/2013 0:00:00,3212,"FT RANDALL",75,12/14/2011 0:00:00,5000,"National Credit Union Foundation",,"Not Collected"
7172,12/31/2013 0:00:00,3269,"ST. PHILIP'S CHURCH",3336,7/31/2012 0:00:00,7500,"Other","Urgent Needs Grant","Not Collected"
7210,12/31/2013 0:00:00,3290,"HEMINGFORD COMMUNITY",868,9/28/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
7278,12/31/2013 0:00:00,3328,"TRENARY COOPERATIVE",59,4/12/2010 0:00:00,2000,"Other","Michigan Credit Union League","Not Collected"
7278,12/31/2013 0:00:00,3328,"TRENARY COOPERATIVE",60,6/9/2010 0:00:00,2399,"NCUA Technical Assistance Program",,"Not Collected"
7278,12/31/2013 0:00:00,3328,"TRENARY COOPERATIVE",61,10/1/2010 0:00:00,550,"Other","NCUA Urgent Needs Grant","Not Collected"
7278,12/31/2013 0:00:00,3328,"TRENARY COOPERATIVE",62,2/27/2011 0:00:00,2000,"Other","Michigan Credit Union League","Not Collected"
7278,12/31/2013 0:00:00,3328,"TRENARY COOPERATIVE",63,4/27/2011 0:00:00,500,"Other","Michigan Credit Union League","Not Collected"
7278,12/31/2013 0:00:00,3328,"TRENARY COOPERATIVE",64,5/3/2011 0:00:00,1000,"Cuna",,"Not Collected"
7278,12/31/2013 0:00:00,3328,"TRENARY COOPERATIVE",65,6/27/2011 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
7278,12/31/2013 0:00:00,3328,"TRENARY COOPERATIVE",1864,5/9/2012 0:00:00,2000,"Other","Michigan Credit Union League","Not Collected"
7278,12/31/2013 0:00:00,3328,"TRENARY COOPERATIVE",1865,5/1/2012 0:00:00,1000,"Cuna","","Not Collected"
7278,12/31/2013 0:00:00,3328,"TRENARY COOPERATIVE",3095,12/17/2012 0:00:00,1090,"National Credit Union Foundation","","Not Collected"
7297,12/31/2013 0:00:00,3341,"WESTMORELAND COMMUNITY",3457,8/7/2013 0:00:00,10000,"Other","PA Credit Union Foundation","Program Grant"
7301,12/31/2013 0:00:00,3343,"UNION",80,7/30/2010 0:00:00,5000,"Community Development Financial Institutions Fund",,"Not Collected"
7331,12/31/2013 0:00:00,3357,"LOUISIANA CATHOLIC",81,8/6/2006 0:00:00,10000,"NCUA Technical Assistance Program",,"Not Collected"
7331,12/31/2013 0:00:00,3357,"LOUISIANA CATHOLIC",3530,8/27/2013 0:00:00,3000,"Other","OSCUI","Program Grant"
7331,12/31/2013 0:00:00,3357,"LOUISIANA CATHOLIC",3531,5/6/2013 0:00:00,4000,"Other","OSCUI","Program Grant"
7376,12/31/2013 0:00:00,3387,"FLEUR-DE-LIS",82,9/26/2011 0:00:00,2664,"NCUA Technical Assistance Program",,"Not Collected"
7423,12/31/2013 0:00:00,3413,"SCHOFIELD",541,7/6/2007 0:00:00,15000,"NCUA Technical Assistance Program",,"Not Collected"
7471,12/31/2013 0:00:00,3436,"MOLOKAI COMMUNITY",757,9/28/2009 0:00:00,470000,"Community Development Financial Institutions Fund","","Program Grant"
7471,12/31/2013 0:00:00,3436,"MOLOKAI COMMUNITY",3081,8/6/2012 0:00:00,375900,"Community Development Financial Institutions Fund","","Program Grant"
7473,12/31/2013 0:00:00,3438,"ALEXANDRIA T & P",3319,11/2/2012 0:00:00,7500,"Other","NCUA- URGENT NEEDS","Not Collected"
7521,12/31/2013 0:00:00,3457,"NAVFAC",542,8/29/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
7521,12/31/2013 0:00:00,3457,"NAVFAC",543,9/7/2011 0:00:00,10000,"NCUA Technical Assistance Program",,"Not Collected"
7521,12/31/2013 0:00:00,3457,"NAVFAC",544,9/19/2011 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
7544,12/31/2013 0:00:00,3468,"REDSTONE",3461,6/17/2013 0:00:00,10983,"Other","Federal Home Loan Bank","Pass Through"
7544,12/31/2013 0:00:00,3468,"REDSTONE",3462,3/29/2013 0:00:00,11970,"Other","Federal Home Loan Bank","Pass Through"
7544,12/31/2013 0:00:00,3468,"REDSTONE",3463,3/11/2013 0:00:00,11751,"Other","Federal Home Loan Bank","Pass Through"
7594,12/31/2013 0:00:00,3502,"HONEA",758,7/29/2010 0:00:00,4500,"Community Development Financial Institutions Fund","","Program Grant"
7594,12/31/2013 0:00:00,3502,"HONEA",759,10/3/2011 0:00:00,7500,"NCUA Technical Assistance Program","","Program Grant"
7597,12/31/2013 0:00:00,3505,"ALOHA",760,8/24/2011 0:00:00,150000,"Community Development Financial Institutions Fund",,"Not Collected"
7610,12/31/2013 0:00:00,3513,"SUNFLOWER U P",84,12/8/2006 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
7610,12/31/2013 0:00:00,3513,"SUNFLOWER U P",85,9/5/2008 0:00:00,5724,"NCUA Technical Assistance Program",,"Not Collected"
7617,12/31/2013 0:00:00,3517,"SEQUOIA",3433,7/22/2013 0:00:00,1500,"Association of Credit Union Leagues","","Pass Through"
7677,12/31/2013 0:00:00,3555,"W T N M ATLANTIC",89,2/26/2008 0:00:00,1284,"Other","Texas Credit Union League","Not Collected"
7735,12/31/2013 0:00:00,3588,"MULTIPLE EMPLOYEE GROUP",92,7/17/2009 0:00:00,2476,"NCUA Technical Assistance Program",,"Not Collected"
7790,12/31/2013 0:00:00,3616,"RALEIGH COUNTY",607,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program","","Program Grant"
7832,12/31/2013 0:00:00,3644,"JSTC EMPLOYEES",3281,5/6/2013 0:00:00,4000,"Other","NCUA COMMUNITY DEVELOPMENT REVOLVING LOAN FUND","Not Collected"
7840,12/31/2013 0:00:00,3650,"TRULIANT",3274,1/1/2012 0:00:00,6710,"National Credit Union Foundation","","Not Collected"
7842,12/31/2013 0:00:00,3651,"NORWIN TEACHERS",3550,6/10/2013 0:00:00,10000,"Association of Credit Union Leagues","","Program Grant"
7910,12/31/2013 0:00:00,3686,"WEST MICHIGAN POSTAL SERVICE",3408,10/3/2013 0:00:00,1300,"Association of Credit Union Leagues","","Program Grant"
7922,12/31/2013 0:00:00,3695,"AUGUSTA SEABOARD COMMUNITY",94,4/15/2010 0:00:00,3000,"Other","Georgia Credit Union Foundation","Not Collected"
7922,12/31/2013 0:00:00,3695,"AUGUSTA SEABOARD COMMUNITY",2448,4/1/2012 0:00:00,3000,"Other","Georgia Credit Union Foundation","Not Collected"
7968,12/31/2013 0:00:00,3719,"DARIGOLD",761,8/11/2008 0:00:00,2500,"Association of Credit Union Leagues",,"Not Collected"
7999,12/31/2013 0:00:00,3730,"TELCO ROSWELL NEW MEXICO",547,10/15/2010 0:00:00,3980,"NCUA Technical Assistance Program",,"Not Collected"
7999,12/31/2013 0:00:00,3730,"TELCO ROSWELL NEW MEXICO",548,7/30/2011 0:00:00,3810,"NCUA Technical Assistance Program",,"Not Collected"
8003,12/31/2013 0:00:00,3733,"MILES CITY",1848,8/15/2012 0:00:00,25000,"Community Development Financial Institutions Fund","","Not Collected"
8039,12/31/2013 0:00:00,3752,"DAKOTA STAR",3527,8/28/2013 0:00:00,10000,"NCUA Technical Assistance Program","","Program Grant"
8074,12/31/2013 0:00:00,3774,"RAPIDES GENERAL HOSPITAL EMPL",90,8/2/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
8080,12/31/2013 0:00:00,3777,"MAC",549,8/19/2010 0:00:00,97024,"Community Development Financial Institutions Fund",,"Not Collected"
8129,12/31/2013 0:00:00,3808,"MOUNTAIN WEST",550,7/17/2009 0:00:00,5000,"National Federation of Community Development CUs",,"Not Collected"
8129,12/31/2013 0:00:00,3808,"MOUNTAIN WEST",551,11/16/2009 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
8197,12/31/2013 0:00:00,3838,"MOUNTAIN EMPIRE",610,8/23/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
8218,12/31/2013 0:00:00,3847,"CENTRAL ONE",71,4/30/2007 0:00:00,88850,"Other","Commonwealth of Massachusetts, Dept. of Workforce Development, Div. of Career Services","Not Collected"
8269,12/31/2013 0:00:00,3868,"BENCHSMART",95,3/12/2009 0:00:00,5675,"NCUA Technical Assistance Program",,"Not Collected"
8269,12/31/2013 0:00:00,3868,"BENCHSMART",96,3/28/2011 0:00:00,4650,"NCUA Technical Assistance Program",,"Not Collected"
8295,12/31/2013 0:00:00,3879,"ST. MONICA",2014,8/15/2012 0:00:00,13250,"NCUA Technical Assistance Program","","Not Collected"
8474,12/31/2013 0:00:00,3973,"WILLOW ISLAND",114,7/30/2010 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
8474,12/31/2013 0:00:00,3973,"WILLOW ISLAND",1925,8/15/2012 0:00:00,20383,"NCUA Technical Assistance Program","","Not Collected"
8529,12/31/2013 0:00:00,4005,"WESTFIELD AREA",464,7/22/2009 0:00:00,398,"New York State Credit Union Foundation",,"Not Collected"
8588,12/31/2013 0:00:00,4034,"COMMUNITY 1ST",552,9/14/2011 0:00:00,9996,"NCUA Technical Assistance Program",,"Not Collected"
8625,12/31/2013 0:00:00,4051,"ERIE FIREFIGHTERS",117,6/15/2008 0:00:00,500,"Association of Credit Union Leagues",,"Not Collected"
8625,12/31/2013 0:00:00,4051,"ERIE FIREFIGHTERS",118,1/15/2009 0:00:00,2500,"Association of Credit Union Leagues",,"Not Collected"
8626,12/31/2013 0:00:00,4052,"ERIE POLICE",611,1/1/2009 0:00:00,3000,"Association of Credit Union Leagues",,"Not Collected"
8676,12/31/2013 0:00:00,4077,"TEXAS PARTNERS",3100,8/15/2012 0:00:00,5000,"Other","NCUA OSCUI","Not Collected"
8687,12/31/2013 0:00:00,4086,"NORTH EAST WELCH",613,1/4/2009 0:00:00,3000,"Association of Credit Union Leagues",,"Not Collected"
8687,12/31/2013 0:00:00,4086,"NORTH EAST WELCH",614,5/26/2011 0:00:00,869,"Association of Credit Union Leagues",,"Not Collected"
8687,12/31/2013 0:00:00,4086,"NORTH EAST WELCH",3129,1/10/2013 0:00:00,5000,"Association of Credit Union Leagues","","Not Collected"
8709,12/31/2013 0:00:00,4100,"LAKESHORE",3602,4/9/2013 0:00:00,1136,"Other","MCUF","Program Grant"
8749,12/31/2013 0:00:00,4114,"SNAKE RIVER",1838,5/8/2012 0:00:00,4776,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
8752,12/31/2013 0:00:00,4117,"SIOUX VALLEY COOP",3085,8/15/2012 0:00:00,25000,"NCUA Technical Assistance Program","","Not Collected"
8756,12/31/2013 0:00:00,4120,"S O D E S",1154,9/22/2011 0:00:00,349,"NCUA Technical Assistance Program","","Not Collected"
8756,12/31/2013 0:00:00,4120,"S O D E S",1155,8/11/2011 0:00:00,1700,"NCUA Technical Assistance Program","","Not Collected"
8801,12/31/2013 0:00:00,4134,"AVANTI",93,6/24/2011 0:00:00,7500,"Community Development Financial Institutions Fund",,"Not Collected"
8801,12/31/2013 0:00:00,4134,"AVANTI",3407,8/27/2013 0:00:00,14250,"Community Development Financial Institutions Fund","","Program Grant"
8825,12/31/2013 0:00:00,4147,"ALLEG-KISKI POSTAL",3440,8/27/2013 0:00:00,1200,"Other","OSCUI","Pass Through"
8840,12/31/2013 0:00:00,4154,"OLD SOUTH",112,7/17/2009 0:00:00,4270,"NCUA Technical Assistance Program",,"Not Collected"
8840,12/31/2013 0:00:00,4154,"OLD SOUTH",113,8/13/2010 0:00:00,1980,"NCUA Technical Assistance Program",,"Not Collected"
8890,12/31/2013 0:00:00,4181,"DEPARTMENT OF PUBLIC SAFETY",3122,8/15/2012 0:00:00,6500,"Other","NCUA/OSCUI","Not Collected"
8950,12/31/2013 0:00:00,4215,"ALL SOULS",83,8/5/2011 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
8976,12/31/2013 0:00:00,4226,"ALLEGANY COMMUNITY",3576,11/30/2013 0:00:00,2500,"National Credit Union Foundation","","Program Grant"
8987,12/31/2013 0:00:00,4230,"ARKANSAS HEALTH CENTER",3567,12/6/2013 0:00:00,406,"Association of Credit Union Leagues","","Program Grant"
9042,12/31/2013 0:00:00,4261,"WESTMORELAND WATER",120,4/7/2011 0:00:00,876,"Other","PCUA","Not Collected"
9042,12/31/2013 0:00:00,4261,"WESTMORELAND WATER",3425,8/27/2013 0:00:00,5000,"Association of Credit Union Leagues","","Program Grant"
9089,12/31/2013 0:00:00,4286,"UNIWYO",554,11/15/2011 0:00:00,2950,"Other","Grant Initiative of the Community Development Revolving Loan Fund","Program Grant"
9089,12/31/2013 0:00:00,4286,"UNIWYO",3308,6/12/2013 0:00:00,1947,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,12/31/2013 0:00:00,4286,"UNIWYO",3309,5/16/2013 0:00:00,1775,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,12/31/2013 0:00:00,4286,"UNIWYO",3310,1/23/2013 0:00:00,1373,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,12/31/2013 0:00:00,4286,"UNIWYO",3485,9/30/2013 0:00:00,1521,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,12/31/2013 0:00:00,4286,"UNIWYO",3627,11/12/2013 0:00:00,1694,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,12/31/2013 0:00:00,4286,"UNIWYO",3628,11/12/2013 0:00:00,1645,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9107,12/31/2013 0:00:00,4300,"SOUTHERN CHAUTAUQUA",2069,10/15/2011 0:00:00,24000,"National Credit Union Foundation","","Not Collected"
9147,12/31/2013 0:00:00,4321,"MICHAEL BAKER JR",3262,4/13/2013 0:00:00,5000,"Association of Credit Union Leagues","","Not Collected"
9164,12/31/2013 0:00:00,4332,"CARTER",97,7/2/2009 0:00:00,3000,"NCUA Technical Assistance Program","","Program Grant"
9164,12/31/2013 0:00:00,4332,"CARTER",98,1/1/2010 0:00:00,90000,"Other","Federal Home Loan Bank","Pass Through"
9164,12/31/2013 0:00:00,4332,"CARTER",99,3/18/2010 0:00:00,2500,"NCUA Technical Assistance Program","","Program Grant"
9164,12/31/2013 0:00:00,4332,"CARTER",100,8/19/2010 0:00:00,750000,"Community Development Financial Institutions Fund","","Program Grant"
9164,12/31/2013 0:00:00,4332,"CARTER",101,6/9/2011 0:00:00,5000,"National Federation of Community Development CUs","","Program Grant"
9164,12/31/2013 0:00:00,4332,"CARTER",102,6/30/2011 0:00:00,25000,"National Credit Union Foundation","","Program Grant"
9164,12/31/2013 0:00:00,4332,"CARTER",3237,6/5/2013 0:00:00,24614,"National Credit Union Foundation","","Program Grant"
9164,12/31/2013 0:00:00,4332,"CARTER",3238,7/16/2012 0:00:00,2500,"Other","Office of Small Credit Union Initiatives","Program Grant"
9183,12/31/2013 0:00:00,4342,"AL GAR",123,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
9255,12/31/2013 0:00:00,4385,"WESTERN STATES REGIONAL",124,10/29/2008 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
9370,12/31/2013 0:00:00,4449,"EVERYONE'S",556,8/31/2007 0:00:00,100000,"Community Development Financial Institutions Fund",,"Not Collected"
9370,12/31/2013 0:00:00,4449,"EVERYONE'S",557,5/18/2009 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
9370,12/31/2013 0:00:00,4449,"EVERYONE'S",558,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
9370,12/31/2013 0:00:00,4449,"EVERYONE'S",559,8/19/2010 0:00:00,400000,"Community Development Financial Institutions Fund",,"Not Collected"
9445,12/31/2013 0:00:00,4503,"POTOMAC",126,2/18/2009 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
9445,12/31/2013 0:00:00,4503,"POTOMAC",127,6/15/2009 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
9445,12/31/2013 0:00:00,4503,"POTOMAC",1857,7/2/2012 0:00:00,7500,"NCUA Technical Assistance Program","","Not Collected"
9445,12/31/2013 0:00:00,4503,"POTOMAC",3370,8/27/2013 0:00:00,7880,"NCUA Technical Assistance Program","","Not Collected"
9469,12/31/2013 0:00:00,4514,"MARISOL",560,9/15/2011 0:00:00,750000,"Community Development Financial Institutions Fund",,"Not Collected"
9517,12/31/2013 0:00:00,4545,"CHEN-DEL-O",3232,5/14/2013 0:00:00,2500,"National Credit Union Foundation","","Not Collected"
9517,12/31/2013 0:00:00,4545,"CHEN-DEL-O",3233,4/11/2013 0:00:00,469,"National Credit Union Foundation","","Not Collected"
9552,12/31/2013 0:00:00,4568,"APC EMPLOYEES",1030,2/14/2012 0:00:00,2250,"Association of Credit Union Leagues","","Not Collected"
9552,12/31/2013 0:00:00,4568,"APC EMPLOYEES",3086,9/13/2012 0:00:00,5000,"Association of Credit Union Leagues","","Not Collected"
9771,12/31/2013 0:00:00,4687,"CHINO",561,7/1/2010 0:00:00,7000,"Other","COMMUNITY DEVELOPMENT REVOLVING LOAN FUND","Not Collected"
9822,12/31/2013 0:00:00,4718,"SANTO CHRISTO",465,2/27/2008 0:00:00,5595,"Other","CDRLF PROGRAM","Not Collected"
9843,12/31/2013 0:00:00,4729,"FRIONA TEXAS",869,3/21/2006 0:00:00,2500,"Cuna",,"Not Collected"
9877,12/31/2013 0:00:00,4748,"REGISTER GUARD EMPLOYEES",3377,8/27/2013 0:00:00,13900,"Other","Office of Small CU Initiatves - NCUA","Program Grant"
9965,12/31/2013 0:00:00,4796,"KEL-CO",3371,8/27/2013 0:00:00,13115,"National Credit Union Foundation","","Not Collected"
10034,12/31/2013 0:00:00,4838,"FOUNDERS COMMUNITY",3120,1/2/2013 0:00:00,2000,"Other","Michigan Credit Union Foundation","Not Collected"
10062,12/31/2013 0:00:00,4855,"LOCAL 229 IBEW",140,4/14/2011 0:00:00,1724,"Other","PENNSYLVANIA CREDIT UNION FOUNDATION","Not Collected"
10062,12/31/2013 0:00:00,4855,"LOCAL 229 IBEW",3197,2/20/2013 0:00:00,5000,"Other","PENNSYLVANIA CREDIT UNION FOUNDATION","Not Collected"
10066,12/31/2013 0:00:00,4858,"MERRIMACK VALLEY",3268,6/19/2013 0:00:00,63614,"Other","Commonwealth Corporation","Program Grant"
10099,12/31/2013 0:00:00,4873,"TORCH LAKE",1932,8/17/2012 0:00:00,7499,"NCUA Technical Assistance Program","","Not Collected"
10099,12/31/2013 0:00:00,4873,"TORCH LAKE",3458,8/27/2013 0:00:00,1428800,"Other","OSCUI","Program Grant"
10221,12/31/2013 0:00:00,4945,"GREAT FALLS REGIONAL",3582,8/31/2013 0:00:00,1228,"NCUA Technical Assistance Program","","Program Grant"
10246,12/31/2013 0:00:00,4961,"LAMAR CIVIC",3149,10/30/2012 0:00:00,2191,"Other","Mountain West CU Foundation","Not Collected"
10246,12/31/2013 0:00:00,4961,"LAMAR CIVIC",3276,7/8/2013 0:00:00,1682,"Other","Mountain West CU Foundation","Not Collected"
10257,12/31/2013 0:00:00,4967,"SENTINEL",119,3/5/2012 0:00:00,1500,"Other","AFFN","Not Collected"
10257,12/31/2013 0:00:00,4967,"SENTINEL",3258,6/13/2013 0:00:00,1500,"Other","AFFN","Not Collected"
10264,12/31/2013 0:00:00,4971,"VALLEY WIDE OF PA",142,2/5/2009 0:00:00,3000,"Other","PA Credit Union Foundation","Not Collected"
10264,12/31/2013 0:00:00,4971,"VALLEY WIDE OF PA",143,6/29/2010 0:00:00,2353,"Other","PA Credit Union Foundation (SCUT)","Not Collected"
10301,12/31/2013 0:00:00,4996,"ROMNEY",146,6/20/2008 0:00:00,5220,"NCUA Technical Assistance Program",,"Not Collected"
10301,12/31/2013 0:00:00,4996,"ROMNEY",1983,8/24/2012 0:00:00,3682,"NCUA Technical Assistance Program","","Not Collected"
10327,12/31/2013 0:00:00,5014,"VICTORIA TEACHERS",121,1/31/2013 0:00:00,500,"Other","TCUL CIF Grant","Program Grant"
10327,12/31/2013 0:00:00,5014,"VICTORIA TEACHERS",122,2/21/2013 0:00:00,500,"Other","TCUL Annual Training Grant","Program Grant"
10349,12/31/2013 0:00:00,5031,"NORTH HAWAII COMMUNITY",564,12/13/2005 0:00:00,42884,"Community Development Financial Institutions Fund",,"Not Collected"
10399,12/31/2013 0:00:00,5063,"KAHULUI",568,7/29/2011 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
10600,12/31/2013 0:00:00,5172,"AIR ACADEMY",571,12/20/2002 0:00:00,108500,"Other","FHLB - Partners in Housing","Pass Through"
